,categories,text
287,['non-sexist'],"@Statsatm Gerard no va a estar en su casa, es un habitual desde hace tiempo. Y Adama nunca ha llegado a ser titular con la Selección. Fue convocado cuando hizo méritos en su club, ahora está por ver. Por qué das por hecho lo que nunca ha pasado? Ese victimismo llevado a todo..."
288,['non-sexist'],"@ivancarrino La misma idea estúpida de ""los hombres ginecólogos al no tener útero no deberían atender a las mujeres"". Van muy bien champion."
289,['non-sexist'],buenas noches chicas y gays
290,['non-sexist'],me parte el corazón leer estas cosas #YoSiTeCreo  https://t.co/66JWsxnzkD
291,['non-sexist'],@TVale2012 Cómo olvidarlas en el programa de Mujeres en el Risco. Me gustaba mucho verlo.
292,"['active', 'discredit', 'stereotype']",esa es una rubia tonta
293,['non-sexist'],"La prostitución, un tema totalmente controversial. Yo siempre digo NO ES UN TRABAJO COMO CUALQUIER OTRO. Si bien es legal y no podemos prohibirle a nadie que lo ejerza (siendo mayor de edad). No es sinónimo de empoderamiento ni de libertad. ENTIENDAN QUE NO SOMOS MERCANCÍA"
294,['non-sexist'],"@BrumarioRMadrid He apoderado al pp en bcn, como siempre. Muy duro ver como triunfa lo peor. Alejandro es el mejor candidato. La campaña ha sido la más atractiva. Trabajada Madrid se ha volcado Casado ha estado casi cada día. Casado es el mejor candidato para el gobierno pero hay lo que hay"
295,"['active', 'discredit']","@raquelcgonz Y como puta ""como dices ser"", me gustaría a mí saber, qué Andaluz te hizo la colonoscopia que tienes con su polla gorda.Éso te pasa, por follar con Andaluces."
296,"['discredit', 'passive', 'dominance']","@Bianka160 El problema es qué a ésos psicópatas les da igual 8 que 80 y las que terminan mal son sus mujeres , los que sufren las consecuencias son los que quieren hacer bien las cosas ."
297,"['discredit', 'derailing', 'passive']","@sabinaberman Disculpe, pero no todo se puede escudar en el mal llamado feminismo de hoy en día. Hablando de deconstruir, el feminismo no está exento de ser manipulado, cuestionado o desacreditado si quienes están dentro lo usan para todo menos para la justicia de todas las mujeres."
298,['non-sexist'],Esta gente tiene que dejar de hacer metáforas con olores porque cada vez la hostia posterior es más gorda. https://t.co/RkGw9yZzuu
299,['non-sexist'],"@RAMN89845778 @ursulaup @araferreyraok No tiene lógica capo. Una cosa es abortar y otra cosa es asesinar a mujeres, a personas. No son las mismas acciones. Son protocolos distintos y situaciones distintas."
300,"['active', 'sexual_harassment']",@TwinkBray Me gustaría verte follar con dotado!
301,['non-sexist'],“Los feminismos expusieron la urgencia de fomentar la crianza compartida de nuestrxs hijxs Por eso presenté este proyecto para ampliar las #LicenciasParentales No puede ser que la ley obligue a la mujer y a las personas gestantes a atravesar los primeros meses de crianza solas” https://t.co/mkOHOE11OJ
302,"['active', 'discredit', 'derailing']","@IreneMontero Que es contra ti, incompetente. Deja de creerte ""todas las mujeres"", que las demás no tenemos la culpa de que te vayas todas las noches a dormir con un tío feo y estés amargada. Petarda."
303,['non-sexist'],"Y sobre todo , a ti porque después de tantas mierdas que hiciste en tu vida , hiciste 3 muy bien , y me alegro por ti , lo material me suda la polla."
304,['active'],"@ARMH_Memoria @chuchoquehabla @carmencalvo_ La ministra @carmencalvo_ es como ellos... otra benedictina, una mojigata que quiere estar en misa y tocando las campanas https://t.co/XUp95FTFng"
305,"['sexual_harassment', 'active']",@JuanMtz66894303 El único negro que me gusta es tu culo
306,['non-sexist'],"No mamen, ¿Y ahora dónde voy a dispersar mi discurso de odio? Voy a tener que imprimirlos y pegarlos en las calles de Ciudad Neza. Me cago en sus putas madres, como si los pinches chakas no merecieran morirse a la verga y de forma bien pinche culera.Apenas un grupo de ratas en Coyoacán esperó estudiantes para asaltarlos; wey, ¿Qué pinche gato jodido muerto de hambre hace eso? Hijos de sus reputísimas y mal paridas madres; deberíamos desollarlos en chinga y dejarlos en la perra calle agonizando mientras les escupimos.Hagan patria, maten ratas."
307,['active'],@estheeerfdez @leoolopzz Una GUARRA
308,"['discredit', 'active']","@alferdez @CFKArgentina en tu cara, golfa inmunda!!! Hasta el ahogado se murió solito. En cambio nisman, once, submarino, secretario, etc etc etc, no. Perooa. Lilith https://t.co/RkLBv1E3Dl"
309,['non-sexist'],"@VivaLaVidaT5 Terelu ,lo que te toca con la niñata  de Alejandra"
310,['non-sexist'],"España: Un gobierno que prefiere proteger a los que vienen de fuera que a sus mayores, los cuales han trabajado duro por levantar al país, no merece ningún tipo de respeto."
311,['non-sexist'],"@lanacionweb Tambien lamentamos el fallecimiento esta madrugada en Rubio, de HORTENSIA QUINTERO, destacada en la dramaturgia tachirense.  En su emérita vida defendió principios de honestidad,   solidaridad e igualdad entre las personas y pueblos del mundo. Condolencias para hijos y familiares"
312,['non-sexist'],"@emmeraldheart sospechaban de sus mujeres y otras tonterías?Ahora, por interpretado y ambicioso, creía tener el trabajo perfecto (puesto que además de interesante, estaba bien pagado) y de un día para otro, el cliente había desaparecido sin más. Eso nunca era bueno y casi siempre indicaba »"
313,['non-sexist'],Ibai Canales: Los artistas le tienen terror a las feministas radicales https://youtu.be/8jGcZ6zPoWI
314,['non-sexist'],"@Luisg96043655 @fafataveras La inquisición fue un acto cometido por la iglesia católica para torturar y asesinar a todas las personas que se salían del molde de lo “socialmente aceptable”, principalmente mujeres y científicos, incluso a las mujeres las acusaban de brujería sin pruebas."
315,['non-sexist'],@FlorPabloMedina @MaxPeraltaP Elterninitiativ significa iniciativa de los padres! mi hija estuvo en un Jardin de ninos asi. muchas mujeres sin trabajo y profesionales podria incluso trabajar asi. y cada medio ano las educadoras tienen Konzeptionstag (dia del conceptos)donde las educadoras las actualizan
316,['non-sexist'],"SEÑORITAS. Vengo a rifarles un cuervito. Es un poco feo, las va a desplumar en el póker, pero él dice que tiene buenos abdominales y le gusta el helado. Hablenle a ver si las muerde (?) Pd: No puedes decir que nunca hago nada bueno por ti, de nada. https://t.co/DNHNCeNQLv"
317,['non-sexist'],"Los problemas económicos de Cataluña se deben a una pésima gestión, con gastos innecesarios que hacen que sea insolvente, no pueda financiarse por ella misma al tener la calificación de bono basura y tener la mayor deuda pública de España.#economía #cataluñahttps://www.libremercado.com/2018-12-20/jose-maria-rotellar-el-victimismo-separatista-al-descubierto-cataluna-es-una-de-las-autonomias-mejor-financiadas-86761/"
318,"['dominance', 'stereotype', 'passive']","@OkupaDeVox @Aeysir1982 Si es que es normal. La musculatura que tiene un hombre, a igualdad de entrenamiento, no la tiene ninguna mujer por el simple efecto de la testosterona. Las mujeres no pueden competir contra eso. Es como si esta persona compitiera dopada."
319,['non-sexist'],"¿Me echáis una mano moviendo y firmando esta petición?  http://chn.ge/2tBruEm  Esta hija de la gran puta vivía en Burgos hace 18 años y se fue hace 3. Pues cuidaba a una niña de 3 años que se cayó por la ventana. Todo el mundo pensó que la había tirado ella porque tenía contraventanas difíciles de abrir por una niña de esa edad,"
320,['non-sexist'],"Me molesta un poco que las mujeres presuman lo de su pareja, su carro, su moto, su casa, su todo, vieja usted tiene las capacidades de conseguir todo eso y mas, no tiene porque presumir el sudor de otros"
321,"['stereotype', 'active']",Debe estar rabiosa la marimacho que no salio en la foto...por que a ella si le encanta una foto veaaaaa https://t.co/pTOFZXfhmE
322,"['passive', 'sexual_harassment']","@megacrack200 @MediterraneoDGT Broma? Si en sus paises es normal violar a niñas y tatar a las mujeres como objetos pues nosotros no somos nadie para decirles que eso no se puede hacer, tendriamos que ser mas compresivos con esta gente"
323,"['sexual_harassment', 'active']",Bahar:-te voy a pegar una paliza zorra!-Coño los niños!#Mujer9Feb https://t.co/kieeulWqVw
324,['non-sexist'],"1492 fue el inicio del descubrimiento de Europa, no de América""Mi madre murió de Alzheimer y la angustia de un enfermo sin memoria es que se siente sin futuro. El pasado tiene una estrecha relación con lo que somos y con lo que podemos ser""https://t.co/13g6rO3ANI"
325,['non-sexist'],"Lista actualizada de agresiones hacia mujeres en España a fecha de hoy, 04 de Agosto de 2019. Lo que no quieren que sepas-=====================================================Updated list of attacks on women in Spain as of today, August 4, 2019. What they don't want you to knowhttps://ramrock.wordpress.com/2019/08/05/lista-actualizada-de-agresiones-hacia-mujeres-en-espana-a-fecha-de-hoy-04-de-agosto-de-2019-lo-que-no-quieren-que-sepas/"
326,['non-sexist'],Con politica no vamos a recuperar nuestros paises...a ver si despertamos de una puta vez  
327,"['discredit', 'passive', 'derailing']","@NaChAlAnD Igual se está gastando lo que no tiene o tiene en pagar abogados y prensas para que saquen y pongan información a su antojo.Mientras tanto hay mujeres "" sacerdotisas"" que todavía haciéndole mamadas, y tocándose para exitarlo x que siguen llamandolo su maestro..y las feministas?"
328,['non-sexist'],Pero es que aquí nos llega toda las escoria de todos los países? Hay más aparte del nuestro...
329,['non-sexist'],"Y ya en el colmo de la “casualidad” también dan una cobertura normal del acto de anoche en el que volvimos a sufrir la violencia de los radicales de siempre. Merece la pena leerlo, porque demuestra que los periodistas de ABC saben escribir con rigor.https://t.co/KjfsMH8nGI"
330,['non-sexist'],"Que se larguen los centroamericanos, fuera de Nuevo León escoria subhumana, vayanse a sus paises de porqueria y dejen a los regios y a NL en paz! regios despierten, tiempo de buscar separarnos de Mexico y ser una nación independiente para aplicar politicas migratorias estrictas y NO las del gobierno chilango destructor, solo nos llenan con su maldita prole"
331,"['discredit', 'derailing', 'passive']","@danielalozanocu No sería al contrario? Si los hombres somos los malos en todo deberíamos estar en el infierno y las mujeres y los gays, que son benditos e inmaculados deben estar en el cielo"
332,['non-sexist'],"mi abuelo m dijo ""tu falda es muy corta"" y casi se m sale un ""querés q hablemos de cosas cortas?"""
333,['non-sexist'],"@paulaescobarch Y qué opina la subsecretaría de la niñez? Habló la ministra Zalaquett, como si se tratara de un delito contra una  mujer! El delito fue hacia la infancia de esa niña, y eso es lo que la ley protege! El gobierno no entiende nada y la UDI siempre apoya a los abusadores."
334,['non-sexist'],"¿Ya viste ""La MUJER DE PIEDRA? Mirá sus 4 episodios en #ContarEstudiantes reviven a una mujer convertida en piedra en el terremoto de #Salta en 1692, pero despiertan como zombis los antiguos habitantes del lugar.De Noelia D’Alessandro, D. Marinaro, C. Tamagnini@SecCulturaSLA https://t.co/Pr11ztGhSA"
335,['non-sexist'],Herraduras nuevas de yegua fea.
336,['non-sexist'],"Realmente tengo muchas ganas de lograr todas mis metas, ser una mujer de negocios, verme como toda una mujer empoderada, dar trabajos,  ser la inspiración de otras mujeres,  realmente tengo muchas ganas de triunfar Y éstas ganas no me las quita nadie"
337,['non-sexist'],"Nada dice ""el hombre hace planes y Dios se ríe"" como Cerati cantando ""Nunca me sentí tan bien"" y sufriendo un ACV en la gira del álbum en el que lo canta."
338,['non-sexist'],Desde américa vemos que en #España primero va preso un rapero - #PabloHasel  @PabloHasel - que un miembro de #LaManada#LibertadDeExpresion @fitur_madrid
339,['non-sexist'],"@IgualdadGob @InstMujeres Habéis engañado  a la gente, sois abiertamente misóginos y machistas, os dá alergia poner ""TRABAJADORA"" detrás de mujer, no vaya a quedar muy comunista...en fin, cada día dáis más asco, derechistas brilli brilli que poco os queda."
340,['non-sexist'],Hay mucho mansplaining de onvres a onvres. Hay que fumárselo? O se puede condenar?
341,['non-sexist'],GINNY LA PUTA MADRE https://t.co/fPomnHOlee
342,['non-sexist'],"@RTiroteador Por ejemplo, sentirte atacado cuando hablo de que los hombres nos matan, acosan y violentan todos los días. O enojarte con esos pibes que dicen sentirse avergonzados de su genero. Entiendo lo que decís, que no se hace nada publicando un estado o una historia."
343,"['stereotype', 'passive', 'dominance']",@NicolNando Una mujer obediente sexualmente es una gran maravilla La cuestion es q pasa si le das rienda suelta q reacionaria la fiera?  seria capas de hacer algo en rebelion
344,['non-sexist'],"No Rey, Bogotá necesita un ALCALDE, mujer u hombre, lo que sea, pero ALCALDE, autoridad, digna, respetable, seria... https://t.co/kuAm4FQzHm"
345,['non-sexist'],"Q bajeza, la falta de sensibilidad y mal gusto @Canal4_UY en utilizar la desgracia de una pobre niña y su familia para generar una noticia. Xq  se ponen a hacer un trabajo periodístico como corresponde. Y ni hablemos de la ignorancia de la persona q sostiene el micrófono (animal)"
346,['non-sexist'],"#YoVeoSálvame Desde que no defiendo a nadie de Sálvame, porque la mayoría hacen a otr@s lo mismo que sufren, disfruto más del programa, siempre que las discusiones sean entre ell@s, no cuando se meten con personas ajenas al programa, que no pueden responderles en igualdad."
347,['non-sexist'],"cuando deciamos q llevan yendo a saco a por Dayane durante 5 meses xq la ven fuerte y q puede con todo,pero q esta vez habian sobrepasado los limites x la situacion q esta viviendo y q iba a explotar x algun lado? teniamos razon y hoy fue el dia y NO merece y me parte el alma"
348,['non-sexist'],@MashiRafael Cómo siempre crees que el pueblo es tu circo y de todo haces chiste maldito corrupto sinvergüenza.  Veremos que haces en el momento de enfrentar la realidad  sin que tengas a los mafiosos de tu lado. @MashiRafael eres la escoria del Ecuador.
349,['non-sexist'],@Luis_Delia Cuánta mierda y escoria kiechnerista .... La mierda mayor ya se está pudriendo en el infierno... El otro piquetero de mierda ojalá que pronto
350,"['active', 'discredit', 'stereotype']","@troll760 Antes parecías homosexual ,ahora pareces una vieja puta"
351,['non-sexist'],Se busca pareja para lo que queda del 14Requisitos:- Que sea mujer (opcional)Ofrezco: -Un werco de 1.80m -Moreno-Multitareas-Obediente Y ya ._.
352,"['discredit', 'passive', 'derailing']",Hace una hora terminó el 8 de marzo y su huelga feminista que iba a paralizar el mundo. No ha ocurrido nada.  Se confirma: las feministas son el porcentaje inútil y desempleado del género femenino.
353,['non-sexist'],"""Hablamos del racismo y las protestas en EEUU cuando no vemos lo que hay en nuestras casas"", cuenta una mujer negra a @FerGonzo en @Salvadostv#SalvadosRacismo https://t.co/XBCGy1Kn6M"
354,"['stereotype', 'passive']","tip del acoso sexual productivo, jajaja:  todas las mujeres o al menos la mayoría se dejan llevar por la intuición  hasta se pueden entregar estúpidamente por eso, asi que llevala al máximo a la vez en algunos países de latinoamerica hay ciertas que se creen lo ultimo lo mejor es que se jodan y disfruta a tus soviéticas lol"
355,"['passive', 'discredit', 'dominance']","""El 8M""Las mujeres dependientes de papá Estado y de sus maridos, como no saben que en España siempre fuimos libres e iguales a los hombres, volverán a pedirnos que seamos iguales a ellas.Pues no gracias, prefiero valerme por mi misma. https://t.co/yQ1yUxgU5V"
356,['non-sexist'],Mexico arresta caravana de criminales Hondureños en Mexico. Afuera hijos de putas! Aqui no los querémos!https://m.excelsior.com.mx/global/arrestan-a-lider-de-caravana-de-migrantes-que-desato-ira-de-trump/1271973/amp
357,['non-sexist'],"Los centroamericanos estan inclinados a unirse en pandillas y bandas criminales, lo detestable es que exportan su porqueria, esto afecta a Nuevo León pues el gobierno chilango los patrocina para llegar a US, al no hacerlo se quedan en NL cometiendo crimenes y bajan el nivel de vida, razón suficiente para NL se independize de Mexico y saquemos esa escoria"
358,"['active', 'dominance']",Lescano haciendo en su spot manspreading
359,"['active', 'stereotype']",@TonoSVJ Condenado y nenaza que no para de lloriquear.
360,"['passive', 'discredit']",No puedo más con las zorras
361,['non-sexist'],"@FeminismoDgital @watxuki @AAlvarezAlvarez @CarlaAntonelli @VICTORVILLAREPI @carmencalvo_ @abalosmeco @ContraBorrado Daño hacen los que, con esa excusa, cargan contra un grupo de mujeres porque en el fondo, el problema, es que no las consideran como tales.Disfrazar las verdaderas intenciones de otra cosa es lo más antiguo del mundo."
362,"['discredit', 'derailing', 'passive']","@Coni_lpda @atlanticsurff El tema es que el feminismo precisamente se encarga de generar políticas que ""ayudan a la mujer"" pero son ineficientes. En realidad la agenda ideológica feminista hace daño a la causa de la mujer."
363,['non-sexist'],#HoyEnAsamblea || @_davidreyes presentó una propuesta de reforma a la Ley de Transporte Público Terrestre. Sugiere que se sancione la portación de imágenes y reproducción de videos que cosifican a las mujeres y niñas con el fin de evitar situaciones de acoso sexual. https://t.co/FWCyDQeK6z
364,['non-sexist'],"Mi mujer, hermosa, empoderada, UNICA. https://t.co/pPEmzByEow"
365,['non-sexist'],@rmapalacios Entonces estos congresistas sólo sirven para fregar. Deben por lo menos dignarse aprender a leer.
366,"['sexual_harassment', 'passive']",@JeffGar21 Lo siento Aitor he de pegar mujeres
367,['non-sexist'],"Tengo a la mujer más linda a mi lado, y no hablo solo físicamente, de verdad ojalá todos encuentren una persona como mi novia (lo dudo, pero al menos parecida), lo es todo."
368,"['stereotype', 'active']",Toni ya mismo le dice a Claudia que la falda que lleva es muy corta
369,"['passive', 'dominance']",@LaPiratadeVox NENAZA Anda quítate de ahí pringao y deja a un MACHO de verdad TEMBLAD FUERZAS DE OCUPACIÓN SENSEI SANDOKAN HA VUELTO  para SENSEI SANDOKAN los estacazos son CARICIAS https://t.co/rbjxOz5b7P
370,"['passive', 'stereotype', 'discredit']",ya os gustaría tener el culo de mi tata yohana zorras
371,"['discredit', 'derailing', 'passive']","@GatosQls Pero si armo el primer sindicato en la escuela Militar, lucho por la igualdad entre tanques y tanquetas , además de pedir que no se discriminara por el color de la boina ....y en su tiempo libre daba charlas a un montón de tipos de como hablar y escribir wuebadas."
372,['non-sexist'],"Ejem, ejem... Un hombre sirio con cuatro mujeres y 23 hijos cobra 30.000€ al mes del sistema social alemán. Hay quienes se lo saben montar y otros que no sabemos ?"
373,['non-sexist'],El androcentrismo no tiene límites https://t.co/0QCxeK7RiQ
374,['non-sexist'],@ClauuRial El empoderamiento https://t.co/DncgZ4kYCS
375,"['stereotype', 'passive']","@ddeschouw @PuntaLeyend Mujer al volante, peligro constante."
376,['non-sexist'],"Una chinga entender la medida de mi planísimo pecho para comprar playeras gringas por internet. Soy una pinche tabla pero en gorda, ¿Qué procede? :think_bread:"
377,['non-sexist'],"@24HorasTVN Vi el video de la joven narrando lo ocurrido. Si es como lo cuenta, me parece no solo lamentable, me parece triste. Independiente que sea mujer. Pudo ser cualquier persona neófita en lo relacionado a computación, está pidiendo ayuda para adquirir un Pc para trabajar. Se burlaron."
378,['non-sexist'],"Me temo que no van a romper #ElPacto porque ésto se prestaría a ser un arma política para todos los partidos y se desataría un #metoo denunciando  políticos, lo que no les conviene en tiempos electorales  #SoloLesImportanLosVotos"
379,['non-sexist'],"Empleadores no deben determinar las labores que no pueden hacer las mujeres (Corte Constitucional, Boletín 18, 02/25/2021 )"
380,['non-sexist'],"@basta_me_voy No vi nada la verdad, pero el feminismo salió a las calles hace dos días por Úrsula. Igual adhiero que es una cagada y demanda autocritica que no haya habido más difusión, yo recién me entero."
381,['non-sexist'],"Salvini, el ganador de las elecciones italianas y posible PM: No quiero gente en mi país que ve a las mujeres como inferiores a los hombres   #StopInvasion #StopIslamizacion"
382,"['passive', 'discredit']","@Viri_Rios Entonces el feminismo es un movimiento político Que no eran apartidistas, entonces si están financiadas por grupos de poder Fija mejor tus posturas, le puedes hacer más daño al movimiento, que ayudarlo https://t.co/QPCxfuRzYE"
383,['non-sexist'],Pedís aumento mena corre todas hijo de puta regalas pelotas pareces una tortuga
384,['non-sexist'],"En el próximo diccionario de la Irreal Academia de la Lengua Castellana, la definición de españolista será como sigue: tonto del culo ignorante, lameculos de sus amos, incapaz de tener un pensamiento propio, dado a la violencia física y verbal sin sentido."
385,['non-sexist'],"Me gustaría presentar a nuestros miembros clásicos nuevamente:- HHH (en honor a Hans Hermann Hoppe, el famoso historiador, economista, filósofo y sociólogo anarco-capitalista) - Señor X, el misterioso volador de plomo virtual y némesis de toda feminazi. - Agrippina Minor, la Dama energética quema-progres de la página. - Gladius, el caballero templario tradicionalista. - Rogue, una nueva miembro que se nos unió recientemente. Toda una disidente políticamente incorrecta. - El León Libertario, Escanor - Su servidor de siempre y creador de la página, Caronte, el administrador.Lastimosamente L.O.D decidió abandonar la página y no sabemos si va a volver a impartir cátedra anti-marxista.¡Estamos pa' servirles! ¡Pura vida!"
386,['non-sexist'],Los miserables tiranos comunistas podemitas defienden a los asesinos etarras y a criminales tiranías chavistas. ¿Quien vota a esta escoria?
387,['non-sexist'],@PaulaxPaulacis Dale un beso a tu mujer!! Y el hombre obediente va y le da un beso! Dios le bendiga
388,['non-sexist'],me hablo una mina q me ghostea hace dos meses para saludarme y me pregunto q onda soplas las velitas? para caerme en mi casa y casi le contesto q Si  xq me acorde de las fotos de ayer con los coreanos manspreading https://t.co/8cVGY7yLMn
389,['non-sexist'],@mdudastoessel @JorgeBlancoG merece tantoooo
390,['non-sexist'],@cristicornejo_ Pobre mujer! Se nota que no vive en El Salvador! O es que acaso es normal para ella vivir del estado?
391,"['derailing', 'passive', 'sexual_harassment']","Si eres árabe, puedes violar en grupo a niñas blancas durante años o décadas sin que la policía haga nada al respecto, pero si eres blanco y simplemente informas acerca de dicho crimen y del juicio que está teniendo lugar, eso significa tu arresto a los pocos minutos de haber llegado. #FreeTommyRobinson"
392,"['sexual_harassment', 'active']",@xAna_Sofix Te comía ese chocho y esas tetas tan bonitas y te follaba
393,['non-sexist'],"@gonzalega_ Hombre, tanto como que nos han bañado... No han sido ni siquiera superiores. El Lega ha tenido dos clarísimas y las han sacado, una de ellas debajo del larguero. Además, han estado un bien rato sin pasar del medio del campo con el balón controlado. Que no estamos tan mal, hombre."
394,"['active', 'sexual_harassment', 'stereotype']","Por cierto, maté a Hinata y me quedé con su cuerpo, ya que es bien sexy y podria usarlo como disfraz alguna vez, y quizá para otras cosas, jijiji."
395,"['passive', 'discredit']","""ay mujeres que también abusan"" (o #notallmen ), ""los ciclistas tampoco respetan el reglamento de tránsito"" y ""el PRI robó más"" son la misma mierda; quieren desviar la atención del verdadero problema: los onvres, los cochistas y .(inserte aquí la última estupidez hecha por la 4T)"
396,['non-sexist'],"Una noticia falsa más de este señor. Cada día queda  más en duda su trabajo “periodístico” antes mínimo te llamaban para corroborar. Lastima, queda usted como un viejo mentiroso porque farsante ya era. Por cierto, atienda las denuncias de #Metoo que tiene su periódico. https://t.co/bt15yeC6J9"
397,['non-sexist'],PERO CÓMO QUE PENAL LA RE CONCHA DE TU PUTA MADRE
398,['non-sexist'],"@MovistarPeru @OSIPTEL Ya le atendieron por ahí, y no me quieren ayudar si no les doy ese dato, lo cual cualquier personal de TI sabe que es una violacion a la seguridad de la información."
399,['non-sexist'],"Me canse literalmente que la gente me diga, sos tan buena, sos una chica linda no te mereces tal cosa tal otra... parece que hay que ser bastante sorete para que te vaya bien..."
400,"['active', 'discredit', 'stereotype']",@cvlxah Que golfa
401,['non-sexist'],"shame    La pequeña chica musulmana tiene que usar un hijab porque puede #tentar a todos los hombres adultos.#Terrible, si ya un bebé tiene que vivir bajo la carga de hijab. by @HUNTER-II https://gab.ai/tv/watch/6398"
402,['non-sexist'],"@SeptimoU @hax_uchi Sinceramente ni zorra, hace tiempo que lo dejé de seguir, empezaba a hacerse cansino"
403,['non-sexist'],"@lamalaeducacion @lopezobrador_ Deberías aprovechar para reclamar la candidatura de Quadri, otro acusado de acoso sexual."
404,"['active', 'discredit', 'stereotype']","@PiruliJuanito @90248a Qué va, él es el maestro en eso. A mi tan solo se me da bien detectar patrones, y esta chica es carne de acabar de mujer florero en La Secta para llevarle cafés a Ana Pastor o agarrada a la bragueta de algún famosillo de quinta división. En unos años hablamos."
405,"['passive', 'discredit']","Ramiro Grau: Nunca oí a ninguna mujer pidiendo hacer la mili, el servicio a España sin recibir contraprestación algunaNunca lo había pensado...https://www.elcorreodemadrid.com/nacional/888197593/Ramiro-Grau-Nunca-oi-a-ninguna-mujer-pidiendo-hacer-la-mili-el-servicio-a-Espana-sin-recibir-contraprestacion-alguna.html"
406,['non-sexist'],"#Historia | Residente de la colonia México en Tampico, recibió la mejor noticia de su vida al ser dada de alta en el Hospital al quedar completamente libre de este mal. https://t.co/EAWY5hMpgU"
407,['non-sexist'],"Mi propósito fue sacarte una sonrisa  en tus peores días, ahora que ya no me necesitas, procedo a retirarme ;)"
408,['non-sexist'],siendo muy del tix... ojalá raylee gane porque se lo merece la que más y es una heroina y una salvaje y la amamos
409,['non-sexist'],Paridera: Jaula de metal estrecha en la que se confina a una cerda desde una semana antes de parir hasta que los lechones son destetados. La caja le impide interactuar con ellos salvo para alimentarlos a través de barras Firma la Iniciativa #NoMásJaulas http://ow.ly/Nn5d50uWgIP
410,['non-sexist'],@WillyAshcroft @tanamafiosa1974 @Apaparaway @JorgelinaKos Yo tuve clases con un nativo hace muchos años. Acá en Twitter hay una chica inglesa que da clases
411,"['stereotype', 'passive', 'dominance']","~Cuatro en plan reflexivo, una buena, y una en plan nenaza~#HatarakuSaibou"
412,['non-sexist'],La temática de hoy apoya la continua lucha de la mujer para conseguir la igualdad de género en la sociedad  Cada día vemos más mujeres ocupando roles importantes en el mundo del deporte  Hoy son dos mujeres las encargadas de arbitrar el partido #8marzo #LaLuchaContinua https://t.co/i78mgzWGsG
413,['non-sexist'],"Policías que asesinaron a 8 detenidos no son un peligro para la sociedad. Que clase de HP país es este Las mayorías somos escoria para las élites, la justicia y sus perros con uniforme https://t.co/bcxQ4vo0Ga"
414,"['active', 'discredit']",@GreeeeeenGirl @CarlosRV16 Anda niñata. Tira al Instagram hacerte fotos.
415,['non-sexist'],Para algunos los cuentos sí pueden tener un final feliz.#mgtow #redpill https://t.co/K1SCvPHfYL
416,['non-sexist'],"@Luis68655577 @MartinCharquero No le pegan al maricon ese, que se vaya a ver a la mujer de rodriguez y deje de mariconear"
417,['non-sexist'],No debería de sentirme reprimida de escribir algunas cosas ... Igual para eso es Twitter
418,"['stereotype', 'active', 'discredit']",@danakotyta Puchas la.mujer florero egocentrica
419,['non-sexist'],"Kellogs retira su publicidad de Breitbart, sin embargo Amnistía Internacional los acusa de violar las leyes de trabajo infantil en Indonesia.  http://ibankcoin.com/flyblog/2016/12/01/kelloggs-p..."
420,['non-sexist'],"El que estaba ""Harto de los políticos de siempre"", el ""candidato ciudadano"". El ""ambientalista"", acusado de acoso sexual. El engañabobos. ¡Tarán!  https://t.co/egpWx8U3bD"
421,"['active', 'discredit']",@eldiarioes @FatymaCaballero Que llame vago a Errejón quien no ha dado un palo en la vida y es complice en alzamiento de bienes y corrupta por perdonar la deuda pública de su padre ¡Manda narices! Ya la podemos llamar golfa y sinverguenza. Son lo  mismo que los ultras.
422,"['active', 'stereotype']",más perra imposible
423,['non-sexist'],"@JelouRecargado En general esta eleccion fue un fraude, una falta de respeto a la democracia de un pais, a la expectativa de todos,  papeletas con irregularidades, desordenes en recintos, y un reconteo solicitado? que fea sensacion!!!"
424,['non-sexist'],Ay no ahora me esta dando follow en todos lados es que hay que ser ridícula tú te creees que yo voy a estar pendiente a las mujeres con quien habla mi macho por Dios el que   Es infiel te las va pegar lo veles o no
425,"['passive', 'derailing', 'discredit']","¿Las feministas seguireis calladas por defender a esta escoria solo por ser musulmanes y extrangeros?¿Solo condenais a blancos españoles? ¿Los condenareis cuando sean vuestras madres, hermanas e hijas? #UngaUngaArmy #FelizJueveshttps://latribunadeespana.com/internacional/taharrush-el-juego-musulman-de-violacion-de-infieles-se-extiende-por-europa"
426,['non-sexist'],"Me saque a la mierda la pintura de las uñas, y ni fea las tenia"
427,['non-sexist'],"tambn se siente medio hipócrita que eres fan de hrry quien literal tiene una canción donde dice que no puede llevar a una chica con la madre porque usa una falda muy corta, la coherencia? y little black dress ni siquiera tiene pronombres, preocúpate por tu fav y deja de joder https://t.co/ESpgyV0HUw https://t.co/Z5tYSgHOVM"
428,"['active', 'discredit', 'derailing']",?? te quedaste sin argumentos o.. porque pareces una puta niña de primaria https://t.co/tCqCvWM4pW
429,['non-sexist'],"@herdezfierro @smokthedragon No quiero cambiar la opinión de nadie, ""pero no olviden que #NotAllMen"", dice.Ajá, eso sí es una paradoja."
430,['non-sexist'],La mejor manera de ganar es no jugar . No vale la pena. #MGTOW https://t.co/JtINhWauBS
431,['non-sexist'],Una de las cosas que está mal es que no termines de cocinar y te pongas a hacer mil cosas y jamás terminaste de hacer lo primero y ya sentás el culo aquí como que las tripas y su ruido son efectos especiales de la música que vas a poner para olvidarte que tas cagao de hambre
